candidate_id,candidate_name,source_domain,primary_classification,business_goal,trigger,input,decision_or_work,output_or_completion,observed_independence,independence_evidence,artifact_role,artifact_candidate,classification_confidence,classification_rationale,evidence_refs,open_question
"09-03","流量分析","09 经营分析","ANALYSIS_DIMENSION","Examine traffic performance as an input to broader business judgment.","A broader analysis or decision requires the traffic performance dimension.","Traffic observations across relevant sources.","Inspect and interpret traffic performance.","A traffic finding for broader operating review.","NO","The Candidate wording identifies what is examined rather than an independently evidenced work unit.","UNKNOWN","","MEDIUM","Under the calibrated guidance this is primarily an analysis dimension; independent trigger owner and completion evidence are absent.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=09-03","Which broader Business Task consumes this analytical dimension? What evidence shows that the output persists is handed off or is independently reused as a stable Business Artifact?"
"09-04","转化率分析","09 经营分析","ANALYSIS_DIMENSION","Examine conversion rate as an input to broader business judgment.","A broader analysis or decision requires the conversion rate dimension.","Traffic and conversion observations.","Inspect and interpret conversion rate.","A conversion-rate finding for broader operating review.","NO","The Candidate wording identifies what is examined rather than an independently evidenced work unit.","UNKNOWN","","MEDIUM","Under the calibrated guidance this is primarily an analysis dimension; independent trigger owner and completion evidence are absent.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=09-04","Which broader Business Task consumes this analytical dimension? What evidence shows that the output persists is handed off or is independently reused as a stable Business Artifact?"
"09-05","利润 / 贡献毛利分析","09 经营分析","ANALYSIS_DIMENSION","Examine profit and contribution margin as an input to broader business judgment.","A broader analysis or decision requires the profit and contribution margin dimension.","Revenue cost and margin observations.","Inspect and interpret profit and contribution margin.","A profit or contribution-margin finding for broader operating review.","NO","The Candidate wording identifies what is examined rather than an independently evidenced work unit.","UNKNOWN","","MEDIUM","Under the calibrated guidance this is primarily an analysis dimension; independent trigger owner and completion evidence are absent.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=09-05","Which broader Business Task consumes this analytical dimension? What evidence shows that the output persists is handed off or is independently reused as a stable Business Artifact?"
"09-06","商品表现分析","09 经营分析","BUSINESS_TASK","Evaluate product performance as a relatively independent operating-analysis work item.","A product-performance review need or operating decision requires focused analysis.","Product performance observations and objectives.","Assess product performance using relevant operating dimensions.","A bounded product-performance analysis outcome is available for review.","YES","Amazon operator explicitly stated that Product Performance Analysis is an actual work item, and that 09-01 through 09-07 largely represent analysis dimensions, steps, or processes used within that work.","UNKNOWN","Product Performance Analysis","MEDIUM","BUSINESS_TASK is now supported by direct Amazon operator evidence of standalone work-unit identity. Confidence remains MEDIUM because the evidence is limited to one experienced operator and does not establish universal cross-platform structure.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=09-06|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#7|03_ROUND_2A_HUMAN_REVIEW_EVIDENCE.md#R2A-HR-AMAZON-01","Which of 09-01 through 09-07 are reusable Analysis Dimensions, workflow Steps, or related independent Tasks within Product Performance Analysis, and how does this structure vary by platform?"
"09-07","广告表现分析","09 经营分析","ANALYSIS_DIMENSION","Examine advertising performance as an input to broader business judgment.","A broader analysis or decision requires the advertising performance dimension.","Advertising performance observations and objectives.","Inspect and interpret advertising performance.","An advertising-performance finding for broader operating review.","NO","The Candidate wording identifies what is examined rather than an independently evidenced work unit.","UNKNOWN","","MEDIUM","Under the calibrated guidance this is primarily an analysis dimension; independent trigger owner and completion evidence are absent.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=09-07","How does this analytical dimension relate to the independent diagnosis-and-optimization work classified at 06-08? What evidence shows that the output persists is handed off or is independently reused as a stable Business Artifact?"
"09-08","内容 / 达人表现分析","09 经营分析","UNCERTAIN","Evaluate content and creator performance.","A performance review point may occur; the Candidate combines two business concerns.","Content and creator performance observations.","Analyze content and creator results.","Potential Content or Creator Performance Finding.","UNCERTAIN","Current evidence does not establish whether content performance and creator performance are separate dimensions or belong to different parent tasks.","UNKNOWN","Content or Creator Performance Finding","LOW","The Candidate could represent more than one allowed classification; whether content performance and creator performance are separate dimensions or belong to different parent tasks is not observably established.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=09-08","What separate inputs decisions outputs and parent tasks exist for content performance versus creator performance?"
"09-09","经营异常诊断","09 经营分析","BUSINESS_TASK","Diagnose an operating anomaly and determine its business meaning.","A material operating deviation or exception is detected.","Relevant operating metrics context and prior state.","Investigate the deviation and determine the anomaly diagnosis.","A recognizable Operating Anomaly Diagnosis is produced.","PARTIAL","calibrated independent diagnostic decision and deliverable","UNKNOWN","","MEDIUM","BUSINESS_TASK is retained because operating-anomaly diagnosis has a recognizable decision and deliverable. Under V1.1 the independence signal is structural rather than directly observed, so classification confidence is MEDIUM.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=09-09|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#7","What boundary separates enterprise-level anomaly diagnosis from domain-specific diagnoses such as Listing or advertising? What evidence shows that the output persists is handed off or is independently reused as a stable Business Artifact?"
"10-01","Account / Shop Health 监控","10 店铺治理与合规","BUSINESS_TASK","Maintain visibility into account or shop health requiring governance attention.","A recurring governance review or health-state change occurs.","Current and prior account or shop health signals.","Inspect health state and identify issues requiring action.","An updated Shop Health Record or alert is produced.","PARTIAL","recurring governance responsibility and recognizable health-state output","UNKNOWN","","MEDIUM","A recognizable recurring governance responsibility and recognizable health-state output supports independent work-unit identity; evidence remains bounded and no structural disposition is implied.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=10-01","What cadence threshold and owner define independent completion of shop-health monitoring? What evidence shows that the output persists is handed off or is independently reused as a stable Business Artifact?"
"10-02","违规风险识别","10 店铺治理与合规","ANALYSIS_DIMENSION","Examine violation risk as an input to broader business judgment.","A broader analysis or decision requires the violation risk dimension.","Available policy product and shop-risk signals.","Inspect and interpret violation risk.","A violation-risk finding for broader compliance work.","NO","The Candidate wording identifies what is examined rather than an independently evidenced work unit.","UNKNOWN","","MEDIUM","Under the calibrated guidance this is primarily an analysis dimension; independent trigger owner and completion evidence are absent.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=10-02","Does any observed workflow treat violation-risk identification as an independently owned task rather than a compliance dimension? What evidence shows that the output persists is handed off or is independently reused as a stable Business Artifact?"
"10-03","违规申诉","10 店铺治理与合规","BUSINESS_TASK","Resolve a violation case through an appeal decision and submission.","A violation decision creates an appealable case.","Violation notice supporting evidence policy context and appeal options.","Evaluate the case and prepare or submit the appeal.","The appeal is submitted accepted rejected closed or escalated.","PARTIAL","The violation case and appeal-state transition strongly imply independence but no direct operator SOP workflow or operational-artifact evidence establishes standalone identity.","UNKNOWN","","MEDIUM","BUSINESS_TASK is retained because the externally bounded appeal case and recognizable decision state are strong signals. V1.1 requires PARTIAL / MEDIUM without direct AS-IS observation.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=10-03","Which appeal preparation and submission boundaries are independently owned in observed operations? What evidence shows that the output persists is handed off or is independently reused as a stable Business Artifact?"
"10-04","商品合规审查","10 店铺治理与合规","BUSINESS_TASK","Decide whether a product satisfies applicable compliance requirements.","A product requires compliance review before or during operation.","Product information claims evidence and applicable requirements.","Review compliance evidence and make an approval issue or escalation decision.","A recognizable Product Compliance Review decision is produced.","PARTIAL","independent governance gate and review decision","UNKNOWN","","MEDIUM","A recognizable independent governance gate and review decision supports independent work-unit identity; evidence remains bounded and no structural disposition is implied.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=10-04","What event and authority independently trigger and complete product compliance review? What evidence shows that the output persists is handed off or is independently reused as a stable Business Artifact?"
"10-05","知识产权 / 品牌风险检查","10 店铺治理与合规","ANALYSIS_DIMENSION","Examine intellectual-property and brand risk as an input to broader business judgment.","A broader analysis or decision requires the intellectual-property and brand risk dimension.","Product brand asset and rights-related signals.","Inspect and interpret intellectual-property and brand risk.","An IP or brand-risk finding for broader compliance work.","NO","The Candidate wording identifies what is examined rather than an independently evidenced work unit.","UNKNOWN","","MEDIUM","Under the calibrated guidance this is primarily an analysis dimension; independent trigger owner and completion evidence are absent.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=10-05","Are intellectual-property and brand risk one analytical dimension or separate dimensions in observed compliance workflows? What evidence shows that the output persists is handed off or is independently reused as a stable Business Artifact?"
"10-06","店铺绩效 / 服务指标监控","10 店铺治理与合规","ANALYSIS_DIMENSION","Examine shop performance and service metrics as an input to broader business judgment.","A broader analysis or decision requires the shop performance and service metrics dimension.","Shop performance and service-indicator observations.","Inspect and interpret shop performance and service metrics.","A service-metric finding for broader shop-health governance.","NO","The Candidate wording identifies what is examined rather than an independently evidenced work unit.","UNKNOWN","","MEDIUM","Under the calibrated guidance this is primarily an analysis dimension; independent trigger owner and completion evidence are absent.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=10-06","Which parent governance task consumes these metrics and when does monitoring become an independent work unit? What evidence shows that the output persists is handed off or is independently reused as a stable Business Artifact?"
"10-07","结算 / 平台费用异常检查","10 店铺治理与合规","BUSINESS_TASK","Identify and resolve settlement or platform-fee anomalies.","A settlement review point or fee discrepancy occurs.","Settlement records platform fee records and expected terms.","Compare records and determine whether an anomaly requires action.","A settlement or fee anomaly finding and case decision is produced.","PARTIAL","periodic or discrepancy-bounded review with a recognizable exception output","UNKNOWN","","MEDIUM","A recognizable periodic or discrepancy-bounded review with a recognizable exception output supports independent work-unit identity; evidence remains bounded and no structural disposition is implied.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=10-07","Does the Candidate combine anomaly checking with subsequent resolution and what marks completion? What evidence shows that the output persists is handed off or is independently reused as a stable Business Artifact?"
